BP_from,BP_to,X_S42,Y_S42
6900,6550,3501207,5585684
3200,2950,3372389,5551351
2485,2340,3368741,5491415
3600,3225,3441114,5448323
2340,1988,3429624,5478285
2725,1988,3429254,5523379
2950,2725,3485822,5555909
2563,2420,3521364,5595864
5000,4800,3518832,5539641
5800,5300,3470597,5556513
6900,6550,3518639,5539994
7450,6850,3566204,5533128
7550,6200,3511208,5546161
7550,1380,3428991,5534739
3200,2950,3383303,5588725
3200,2340,3449494,5473175
7450,6850,3376562,5515469
3200,2950,3447989,5506243
7550,1380,3576337,5532127
6900,6550,3432302,5614695
2725,2340,3524234,5535702
6900,6550,3376819,5515303
1980,1560,3423297,5560232
6200,4200,3388791,5570340
2725,2340,3426598,5478655
2725,2485,3502924,5561737
2950,2725,3433579,5528714
7450,6850,3450675,5556471
2725,2340,3544759,5577455
7450,6850,3429498,5526493
1760,1560,3408798,5604977
2485,2340,3475488,5475846
3200,2950,3379062,5514736
7450,6850,3430728,5523774
2340,1988,3549160,5572227
7550,6200,3468372,5538145
2420,1988,3553555,5533010
7550,6200,3379062,5514736
3200,2950,3386184,5500709
7450,6850,3515595,5588602
7450,6850,3426490,5571970
1980,1560,3497056,5542262
7550,6200,3391786,5517110
2950,2700,3557100,5557169
7550,1380,3424761,5527263
2420,1988,3553617,5558807
4200,3550,3461235,5429207
3200,2950,3373118,5476352
7450,6850,3479457,5559332
2420,1560,3433483,5598262
7550,6200,3504245,5599859
2420,1988,3407642,5576660
6900,6550,3463433,5573662
3200,2950,3443715,5476354
2950,2700,3584266,5537600
7550,4250,3454486,5557866
1980,1560,3384965,5572091
7450,6850,3376763,5503248
7450,6850,3553982,5534028
1958,1760,3454851,5563821
1980,1560,3473488,5548523
5800,5300,3443150,5563904
2563,2340,3381164,5515169
3250,2975,3559170,5533461
4200,3550,3452980,5559799
7450,6850,3414401,5595386
7450,6850,3448519,5548000
2725,2340,3501004,5546906
2485,2340,3428740,5464497
6900,6550,3516521,5534734
7550,6200,3382803,5590677
7550,1380,3454080,5545657
6200,4200,3504380,5550211
7550,6200,3423518,5528526
3200,2950,3354462,5487807
6900,6550,3461656,5537022
1980,1560,3433414,5462624
1980,1560,3519706,5539812
2563,2420,3438268,5564615
7550,1380,3480332,5559632
2420,1988,3502315,5549651
7550,1380,3423989,5527017
2420,2340,3451911,5551155
7550,1380,3424881,5529105
6900,6550,3516285,5538012
3250,2975,3574204,5539934
4200,2725,3452287,5445248
7550,1380,3424413,5530704
3200,2950,3480183,5559681
2420,1988,3423014,5560452
3200,2750,3582124,5579900
7550,1380,3508620,5564919
7550,1380,3480124,5544879
2725,2340,3431719,5532165
7550,1380,3485415,5556579
2485,2340,3450478,5440292
7450,6850,3431007,5615977
1980,1560,3564525,5538104
4200,3550,3469969,5566535
3600,3225,3466495,5552553
2340,1988,3442808,5447103
6200,4200,3363654,5527909
7550,4250,3496161,5586237
7450,6850,3389055,5580140
3600,3225,3463197,5557492
4200,3550,3449587,5563496
2420,1988,3479410,5559445
2950,2725,3522212,5541216
7550,4250,3497650,5585581
2950,2725,3337933,5495820
2725,2340,3485575,5556690
7550,4250,3503234,5561759
7550,6200,3382015,5507574
2725,1988,3405980,5468170
2725,1988,3442252,5423195
7550,6200,3460665,5536700
7450,6850,3405426,5578680
5300,5000,3449685,5563598
2950,2725,3427137,5463942
3200,2950,3437720,5537575
6900,6550,3418185,5601975
2420,1988,3413418,5592714
7550,1380,3449433,5547727
4200,3550,3439549,5590599
6900,6550,3385533,5570688
2563,2420,3475158,5475568
2420,1988,3554205,5534632
3250,2975,3543838,5556170
2420,1988,3497471,5542575
2420,1988,3554032,5534873
2420,1988,3379798,5578912
7450,6850,3442590,5559158
3200,2950,3373650,5477875
6200,4200,3513722,5608369
6550,6150,3434138,5566076
7450,6850,3510949,5541918
7550,1380,3471190,5550093
3200,2950,3446822,5507899
5800,5300,3463842,5557930
2420,1988,3423014,5560452
2950,2725,3467946,5556101
3200,2725,3488543,5559267
6550,6150,3483924,5554488
7550,1380,3476732,5558876
6900,6550,3467721,5572195
3200,2950,3371933,5509888
3200,2950,3460340,5557964
3200,2950,3476254,5544190
2950,2700,3562345,5577014
7550,6200,3426639,5525314
6900,6550,3460665,5536700
6200,4200,3440386,5562847
7550,6200,3428639,5607086
2725,2340,3457088,5558102
2485,2340,3409346,5604532
2420,1988,3497056,5542262
7550,1380,3434944,5525749
4200,3550,3435992,5598081
2420,1988,3473427,5550964
3200,2950,3447893,5548317
1980,1560,3471550,5557521
2725,2485,3382781,5572372
4200,2725,3454582,5539402
5800,5300,3467302,5572734
4200,3550,3480293,5559742
2750,2485,3558774,5536138
2950,2700,3555752,5540500
2205,2070,3430906,5441058
3200,2725,3434222,5469583
2725,1988,3405041,5471048
1980,1560,3427962,5526706
2563,2420,3369873,5514278
4200,2725,3424165,5528364
6900,6550,3423140,5528295
2420,2340,3372225,5510396
7550,1380,3457228,5574005
7550,4250,3556734,5534748
2420,1988,3418397,5475547
3200,2950,3383802,5572006
2950,2700,3556913,5564273
6900,6550,3407163,5605519
3600,3200,3475958,5560540
1760,1560,3471550,5557331
1980,1560,3457052,5557729
6900,6550,3474957,5540469
1980,1560,3430174,5478248
7550,1380,3500738,5542679
2070,1988,3465957,5558482
7550,6200,3477643,5559422
1980,1760,3502653,5550324
2950,2725,3454431,5546591
2950,2725,3426667,5609636
2950,2725,3522542,5530457
5800,5300,3461667,5537142
2420,1988,3418110,5565978
7550,1380,3477140,5547779
7450,6850,3396708,5578564
3200,2950,3525387,5532878
3200,2950,3422319,5528324
6900,6550,3390083,5574531
7550,1380,3481703,5558552
4200,2725,3477140,5547779
6550,6150,3456146,5559952
2925,2700,3381554,5505161
4200,3550,3432424,5599422
1560,1380,3465198,5537562
2563,2340,3474941,5557790
2563,2420,3449584,5565189
2420,2340,3396224,5577988
4200,3550,3476814,5560906
1980,1560,3561752,5539556
1980,1560,3454431,5437140
6900,6550,3482835,5547059
2725,2340,3456303,5422423
1980,1560,3565637,5536199
6550,6150,3552724,5577248
6900,6550,3432546,5599611
3600,3200,3441488,5478998
3600,3200,3371790,5511257
7550,1380,3471822,5548282
2950,2700,3544466,5577343
2563,2340,3466694,5546058
7550,1380,3441810,5407262
2725,2340,3415396,5599920
5000,4800,3449592,5563554
7450,6850,3432053,5614947
3200,2950,3516520,5538024
3200,2950,3456595,5538765
4200,2340,3450849,5424719
1560,1380,3376400,5515343
6900,6550,3418134,5601970
1980,1560,3565539,5536286
7550,1380,3421586,5441969
3200,2950,3417497,5610353
2420,2340,3446293,5433603
3200,2950,3458813,5548557
7450,6850,3430244,5614563
6200,4200,3355865,5511757
2563,2420,3337933,5495820
7450,6850,3525349,5589913
2420,2340,3396703,5578584
7550,1380,3477179,5547778
7450,6850,3520071,5535796
3200,2950,3472180,5550364
3250,2975,3510861,5605693
7450,6850,3477179,5547778
2563,2340,3433915,5448923
2725,2340,3431115,5468859
7550,1380,3372877,5480810
7450,6850,3388254,5574553
2420,1988,3509186,5547934
1980,1760,3388506,5581864
2725,2340,3471104,5550706
1980,1560,3457200,5558513
3200,2950,3473831,5550670
2205,2070,3444261,5454167
7550,1380,3386986,5587280
2420,1988,3441488,5478998
2725,1988,3452211,5546496
2725,2340,3476682,5558865
3200,2950,3463232,5557406
7550,6200,3470692,5556483
2725,2340,3403065,5599671
1980,1560,3441096,5559920
7450,6850,3516589,5534404
6900,6550,3462148,5581204
5300,4800,3523674,5537112
2925,2700,3386797,5509335
5300,4800,3409807,5607501
7550,1380,3474985,5560997
2950,2725,3419232,5545904
7450,6850,3436440,5566912
2420,1988,3379552,5494854
2485,2340,3429739,5437428
4200,3550,3388700,5581404
2750,2485,3519424,5582162
7450,6850,3440718,5541585
2925,2700,3352850,5493615
2420,1988,3470929,5584574
1980,1560,3481925,5558465
3200,2950,3449268,5556255
6200,4200,3418988,5453589
4800,4450,3384743,5588210
2420,1988,3464717,5557349
3600,3225,3447653,5554434
7550,1380,3510296,5607184
2420,1988,3576277,5539447
4200,3550,3477983,5560345
5000,4800,3388791,5570340
3200,2950,3471920,5550416
2725,2340,3480223,5559761
7550,1380,3508663,5556898
2485,2340,3403065,5599671
6900,6550,3496440,5554016
7450,6850,3416232,5599809
2420,1988,3441488,5478998
7550,6200,3521364,5595864
7550,1380,3456152,5569407
4200,2725,3383733,5571945
2485,2340,3363377,5493075
2950,2725,3476682,5558865
7550,4250,3432240,5524892
2420,1988,3482283,5558886
7450,6850,3422494,5524614
5800,5300,3457209,5549091
2340,1988,3426295,5530833
2485,2340,3509191,5547986
3250,2975,3493105,5586548
2925,2700,3380778,5524955
1980,1760,3477443,5559721
3200,2750,3553490,5533664
3600,3200,3355054,5477898
1980,1560,3470476,5556127
1980,1560,3505408,5548392
3600,3225,3434158,5463803
4200,3550,3456809,5418598
7550,6200,3525424,5537721
7550,1380,3449592,5563554
6900,6550,3520812,5535850
7550,1380,3555031,5533336
2750,2485,3553543,5533125
7550,1380,3456598,5553620
7550,1380,3474915,5560479
3200,2950,3457974,5461177
4200,2725,3439383,5454868
7550,6200,3524807,5590169
7550,1380,3379810,5524773
3200,2950,3459359,5551364
3250,2975,3528754,5569893
6200,2725,3430994,5527980
3200,2950,3489515,5551943
3200,2950,3439549,5590599
7550,6200,3415787,5599995
3150,2938,3383214,5588923
2420,1988,3471958,5549026
7450,6850,3486710,5546712
2420,1988,3474015,5541937
6900,6550,3379275,5514674
1980,1560,3525136,5537784
7550,1380,3449329,5554317
4200,3550,3383303,5588725
3200,2950,3461340,5581551
7450,6850,3464212,5452056
3250,2975,3504468,5550617
3200,2950,3447032,5507791
3200,2950,3450952,5549905
1980,1560,3469496,5551550
2950,2725,3474915,5560479
1980,1560,3470897,5547765
3600,3200,3388254,5574553
7550,1380,3536026,5570835
2725,2485,3528110,5531218
5800,5300,3450142,5544381
3200,2750,3554146,5534529
2340,1988,3439843,5482030
2563,2340,3422107,5582887
3200,2950,3459117,5560407
7550,6200,3505798,5606994
2950,2725,3419311,5545793
6150,5300,3463367,5557360
4200,3550,3466324,5557550
2925,2700,3347401,5488948
2420,1988,3471820,5549967
1980,1560,3470534,5550478
6900,6550,3497517,5540883
4200,3550,3456187,5447826
2420,1988,3427753,5466610
6900,6550,3409044,5604674
4200,3550,3417176,5591890
2420,1988,3431237,5563665
2750,2485,3555219,5540958
2420,1988,3460825,5460788
3200,2950,3423264,5592317
6200,4200,3410838,5581637
2725,2340,3462926,5557164
3200,2950,3385971,5570394
3200,2950,3396439,5578499
2725,2340,3439717,5541405
3200,2950,3467797,5552042
1980,1760,3496161,5586237
1980,1560,3462747,5573938
7550,1380,3462720,5563444
7550,1380,3439767,5541438
7550,1380,3378997,5502563
7550,1380,3461139,5537044
6900,6550,3505831,5592667
7450,6850,3362794,5489192
2420,1988,3442832,5560936
6550,6150,3516520,5538024
2725,2340,3341128,5496394
2420,1988,3426735,5609540
7550,6200,3429571,5526795
4200,2340,3388864,5576113
6150,5300,3485978,5547288
2950,2700,3557128,5535991
1760,1560,3413418,5592714
7550,1380,3416394,5569083
7550,1380,3425165,5530880
2950,2725,3452522,5559273
2420,1988,3484528,5590266
7550,1380,3451448,5423144
2950,2700,3566174,5532891
4200,3550,3448838,5543522
7550,1380,3472560,5550031
2725,1988,3461340,5581551
6200,4200,3501667,5580816
2725,2485,3464791,5571880
2420,2340,3436920,5456014
3600,3200,3481913,5556913
3200,2950,3443908,5434348
3600,3225,3371340,5503829
3200,2950,3349488,5482334
3200,2950,3482479,5559204
1980,1560,3553354,5565247
7550,1380,3487413,5438190
6200,4200,3459306,5560213
2725,2340,3461112,5554949
3200,2950,3485822,5555909
3200,2725,3449776,5556296
3200,2950,3388254,5574553
3200,2950,3462862,5557404
2950,2725,3346080,5502123
5800,5300,3445305,5550063
2950,2700,3568299,5535814
7550,1380,3428362,5534934
2750,2485,3554227,5534055
7550,1380,3455350,5414558
6550,6150,3453238,5546541
3200,2950,3454569,5536542
2420,1988,3552896,5533960
2950,2725,3433255,5528141
3600,3225,3410174,5606835
2205,2070,3429253,5557331
7550,1380,3561558,5540675
4800,4450,3430858,5616188
7550,1380,3477436,5547949
3200,2950,3447962,5506743
5800,5300,3517716,5607548
3600,3200,3462770,5424761
2485,2340,3375189,5517557
7550,6200,3510908,5605823
1980,1560,3467706,5572130
6200,4200,3477183,5559049
2205,2070,3464496,5610047
3200,3150,3513014,5555090
1760,1560,3408638,5604978
7450,6850,3452539,5556472
7450,6850,3467988,5545467
6900,6550,3418167,5612187
4200,2340,3384707,5573301
6900,6550,3482063,5557644
6900,6550,3418455,5601973
1980,1560,3432480,5599104
3200,2725,3472360,5550103
7450,6850,3378907,5514990
6200,2725,3520996,5535876
3200,2950,3471340,5550091
2420,1988,3431926,5498637
2950,2725,3461987,5574144
2420,1988,3556693,5525377
7550,6200,3427460,5529181
3250,2975,3381566,5585436
7450,6850,3422526,5525524
2563,2420,3442994,5561344
2420,1988,3371386,5503768
7450,6850,3381888,5507443
2950,2725,3351443,5488641
2420,1988,3481503,5556798
2420,1988,3427726,5466621
4200,3550,3438698,5451903
3200,2950,3396470,5578640
2725,2563,3467289,5558600
7550,1380,3460778,5581726
7450,6850,3456970,5557377
4200,2340,3366243,5509285
3200,2950,3459274,5554215
7550,1380,3476912,5558987
7550,6200,3452437,5595039
4450,4200,3449136,5549755
3200,2950,3447058,5507891
3200,2750,3577294,5585780
4200,2725,3411316,5608696
2725,2485,3497471,5542575
7550,6200,3510989,5541914
3200,2950,3426640,5530313
6200,4200,3457034,5564925
3200,2950,3491372,5559412
2563,2420,3429575,5570421
4450,4200,3543838,5556170
7550,1380,3452402,5564680
2485,2340,3472453,5552372
7550,6200,3478259,5553676
2420,1988,3388823,5573630
7450,6850,3503836,5551002
3200,2950,3348895,5489582
4200,3550,3427349,5529116
7550,6200,3526682,5595013
6900,6550,3461667,5537142
2950,2700,3557118,5535951
3200,2950,3448754,5544675
2750,2485,3583401,5537404
2205,2070,3481280,5574840
3600,3200,3432647,5522898
1980,1760,3432398,5528219
2420,1988,3556326,5525494
7550,1380,3381688,5477795
2925,2700,3391546,5521188
7550,1380,3463271,5557061
6900,6550,3382692,5572443
4200,2725,3508749,5547373
6900,6550,3450603,5550444
3200,2950,3482533,5559418
2725,2340,3464929,5535164
6900,6550,3376658,5502645
3200,2950,3420642,5612756
7550,1380,3428462,5534903
3600,3225,3482533,5559418
7450,6850,3469905,5556917
6200,5750,3468358,5552587
7450,6850,3512319,5535853
3200,2950,3416574,5600118
4200,3200,3447222,5581622
7450,6850,3389144,5580090
7450,6850,3516137,5582995
6900,6550,3473566,5589307
2950,2725,3524174,5534719
7450,6850,3382680,5590076
7550,1380,3429254,5523379
5000,4800,3450298,5546550
2950,2725,3497471,5542575
3200,2950,3460032,5438232
2563,2420,3453337,5573408
7550,6200,3396709,5501194
5000,4800,3388506,5581864
4450,4200,3439717,5541405
4200,3550,3425348,5530899
7550,6200,3528048,5531387
7550,1380,3475931,5556330
4200,3550,3465892,5429822
5300,4800,3473431,5560311
3200,2950,3449268,5556255
3250,2975,3557255,5557102
2950,2700,3593809,5550490
2725,1988,3426737,5491060
7550,4250,3496063,5586456
7550,1380,3481045,5546506
4200,2725,3354462,5487807
7450,6850,3426516,5524381
2420,1988,3556326,5525494
5800,5300,3553568,5558778
6900,6550,3434548,5525330
4200,3550,3471364,5567154
2750,2485,3552910,5540791
2340,1988,3381313,5510546
3200,2950,3425897,5529895
4200,3550,3477393,5559610
4200,3550,3417019,5601232
3250,2975,3528754,5569893
1980,1560,3418044,5580062
7450,6850,3521615,5539950
2950,2700,3586406,5535427
7550,6200,3418134,5601970
7450,6850,3430322,5526358
3200,2950,3513257,5554984
4200,2725,3380604,5576557
4200,2725,3502461,5550722
7550,1380,3471640,5550539
7550,6200,3429928,5555635
3200,2950,3458001,5566697
2420,2340,3381270,5510853
6550,6150,3479833,5559178
2420,1988,3452466,5557828
1980,1560,3481925,5558465
4200,2725,3456911,5418568
2340,1988,3444231,5454127
4200,3550,3556654,5573472
6900,6550,3367598,5498917
7550,1380,3525078,5543687
1980,1560,3461987,5574144
7550,1380,3381126,5495684
7550,1380,3507714,5602415
1980,1560,3481873,5556983
3200,2950,3386758,5500200
7550,1380,3558302,5565154
7550,1380,3432283,5586471
7450,6850,3381554,5505161
2563,2420,3390284,5577749
3200,3150,3509191,5547986
3250,2975,3511374,5595521
3150,2950,3311418,5556044
2950,2725,3520069,5585557
3200,2950,3410388,5607224
5000,4800,3480248,5559641
3200,2950,3442338,5558840
5000,4800,3497124,5550973
7450,6850,3588148,5530190
2563,2420,3409682,5555782
2420,1988,3554404,5538052
4450,4200,3561599,5575989
7550,6200,3436641,5552907
7550,1380,3478531,5452336
3200,2950,3475155,5560430
5800,5300,3474824,5561066
7550,1380,3424976,5527201
7550,1380,3480332,5559632
6200,5750,3463442,5557340
7550,6200,3467045,5537566
7450,6850,3418134,5601970
2420,1988,3471376,5542457
5000,4800,3383028,5536443
2420,1988,3417115,5486400
6200,4200,3528754,5569893
3200,2950,3391821,5506277
2340,2205,3447304,5438167
1980,1560,3463842,5557930
7550,1380,3444468,5557071
7550,6200,3457032,5558394
2725,2485,3522257,5537361
7450,6850,3477093,5559518
2420,1988,3453161,5443861
1980,1560,3487548,5558684
2420,1988,3565600,5535991
6900,6550,3477179,5547778
2420,1988,3428131,5479166
2950,2725,3388254,5574553
6900,6550,3530954,5576813
7450,6850,3456595,5538765
4200,3550,3440927,5449644
7550,1380,3449685,5563598
6900,6550,3503941,5550938
7550,6200,3518253,5533166
2725,2485,3463830,5557721
3200,2950,3450603,5550444
7450,6850,3559395,5573692
4200,2340,3456589,5416748
3200,2750,3528754,5569893
1560,1380,3451911,5551155
2485,2340,3337878,5495792
1980,1560,3443506,5553104
5800,5300,3474835,5560439
7550,1380,3467036,5551898
3200,2950,3431001,5439797
4200,2725,3389587,5580916
7550,1380,3465706,5547009
3250,2975,3528964,5529986
1760,1560,3441518,5478993
2420,1988,3553490,5533664
2950,2725,3448908,5467134
4200,3550,3449592,5563554
2420,1560,3437237,5448667
4200,2340,3508531,5547706
1980,1560,3450606,5559919
7450,6850,3479423,5559445
1980,1560,3415421,5599724
3200,2950,3371604,5476723
2420,1988,3380669,5498808
3200,2950,3448092,5506782
3200,2950,3480203,5559801
6900,6550,3449565,5563599
4200,2725,3452860,5576303
7550,1380,3533532,5530060
3600,3225,3428726,5612690
5000,4800,3471104,5550706
2563,2420,3495292,5586734
3200,2950,3528964,5529986
2420,1988,3516485,5598464
7550,1380,3380797,5494486
1980,1560,3503941,5550938
3600,3200,3437236,5463415
3200,2950,3382344,5593172
3150,2938,3421024,5562892
1980,1560,3482614,5552928
2420,1988,3556275,5525554
2725,2340,3506843,5605148
2420,1988,3409520,5604870
2340,1988,3557174,5557007
7550,1380,3436112,5460346
2950,2725,3355786,5528755
3600,3225,3386104,5505768
4200,3550,3427696,5442820
1980,1760,3376707,5504059
2420,1988,3477549,5553241
2725,2485,3447856,5554979
2725,2485,3528964,5529986
7450,6850,3528260,5531189
7550,1380,3472076,5474604
4200,2340,3449936,5563806
1980,1958,3449468,5563516
1980,1760,3433540,5537200
4200,3550,3447776,5471549
1980,1560,3426322,5524039
1980,1560,3476602,5558995
2725,1988,3366922,5509371
2950,2725,3531110,5526534
7550,6200,3497340,5540906
4200,3550,3466522,5558799
2725,1988,3486710,5546712
6200,4200,3440003,5487117
7550,1380,3425941,5530474
3200,2950,3496440,5554016
4200,3550,3410838,5581637
6200,4200,3452925,5556542
3200,2750,3422327,5613301
6200,5750,3494820,5548406
4200,2725,3403065,5599671
7550,6200,3471564,5588374
3600,3225,3378907,5514990
1980,1560,3405616,5578658
2925,2700,3369141,5495290
6900,6550,3528754,5569893
6900,6550,3382680,5590076
7450,6850,3450854,5543802
6200,4200,3356975,5539237
7550,1380,3379834,5494974
7550,1380,3376951,5502978
3600,3225,3503941,5550938
4200,3200,3429927,5524169
7550,1380,3474983,5563055
3200,2950,3381644,5573762
7550,1380,3425503,5496361
4200,3550,3518243,5533206
7550,1380,3448635,5556056
7550,6200,3552354,5540872
1980,1560,3423297,5560232
6200,4200,3470897,5547765
5000,4800,3383234,5513931
7550,1380,3458238,5536583
7550,1380,3532888,5529322
2485,2340,3423413,5458580
2070,1988,3452552,5417364
2563,2340,3423547,5491626
2950,2725,3452522,5559273
6900,6550,3379275,5514674
